movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb,id
the age of innocence,MartinScorsese,RichardE.Grant,GeraldineChaplin,StuartWilson,Drama  Romance,RichardE.Grant GeraldineChaplin StuartWilson MartinScorsese Drama  Romance,
the fountain,DarrenAronofsky,HughJackman,EllenBurstyn,MarkMargolis,Drama  Sci-Fi,HughJackman EllenBurstyn MarkMargolis DarrenAronofsky Drama  Sci-Fi,
chill factor,HughJohnson,DavidPaymer,KevinJ.O'Connor,HudsonLeick,Action  Adventure  Comedy  Drama  Thriller,DavidPaymer KevinJ.O'Connor HudsonLeick HughJohnson Action  Adventure  Comedy  Drama  Thriller,
stolen,SimonWest,NicolasCage,MarkValley,SamiGayle,Action  Crime  Drama  Thriller,NicolasCage MarkValley SamiGayle SimonWest Action  Crime  Drama  Thriller,
ponyo,HayaoMiyazaki,RumiHiiragi,YûkiAmami,YuriaNara,Adventure  Animation  Family  Fantasy,RumiHiiragi YûkiAmami YuriaNara HayaoMiyazaki Adventure  Animation  Family  Fantasy,
the longest ride,GeorgeTillmanJr.,TiagoRiani,MelissaBenoist,HayleyLovitt,Drama  Romance,TiagoRiani MelissaBenoist HayleyLovitt GeorgeTillmanJr. Drama  Romance,
i dreamed of africa,HughHudson,LiamAiken,EvaMarieSaint,VincentPerez,Adventure  Drama  Romance,LiamAiken EvaMarieSaint VincentPerez HughHudson Adventure  Drama  Romance,
playing for keeps,GabrieleMuccino,GerardButler,DennisQuaid,JudyGreer,Comedy  Romance  Sport,GerardButler DennisQuaid JudyGreer GabrieleMuccino Comedy  Romance  Sport,
mandela: long walk to freedom,JustinChadwick,TerryPheto,FanaMokoena,TonyKgoroge,Biography  Drama  History,TerryPheto FanaMokoena TonyKgoroge JustinChadwick Biography  Drama  History,
reds,WarrenBeatty,PaulSorvino,WarrenBeatty,M.EmmetWalsh,Biography  Drama  History  Romance,PaulSorvino WarrenBeatty M.EmmetWalsh WarrenBeatty Biography  Drama  History  Romance,
a few good men,RobReiner,TomCruise,DemiMoore,KevinPollak,Drama  Thriller,TomCruise DemiMoore KevinPollak RobReiner Drama  Thriller,
exit wounds,AndrzejBartkowiak,MichaelJaiWhite,BillDuke,BruceMcGill,Action  Comedy  Crime  Drama  Thriller,MichaelJaiWhite BillDuke BruceMcGill AndrzejBartkowiak Action  Comedy  Crime  Drama  Thriller,
big momma's house,RajaGosnell,NiaLong,CedrictheEntertainer,TichinaArnold,Action  Comedy  Crime,NiaLong CedrictheEntertainer TichinaArnold RajaGosnell Action  Comedy  Crime,
thunder and the house of magic,JeremyDegruson,KyleHebert,BrianneBrozey,JoeOchman,Adventure  Animation  Comedy  Family  Fantasy,KyleHebert BrianneBrozey JoeOchman JeremyDegruson Adventure  Animation  Comedy  Family  Fantasy,
the darkest hour,ChrisGorak,MaxMinghella,VeronikaVernadskaya,DatoBakhtadze,Action  Adventure  Horror  Sci-Fi  Thriller,MaxMinghella VeronikaVernadskaya DatoBakhtadze ChrisGorak Action  Adventure  Horror  Sci-Fi  Thriller,
step up revolution,ScottSpeer,RyanGuzman,StephenBoss,MishaGabrielHamilton,Drama  Music  Romance,RyanGuzman StephenBoss MishaGabrielHamilton ScottSpeer Drama  Music  Romance,
the watcher,JoeCharbanic,KeanuReeves,JosephSikora,ChrisEllis,Crime  Horror  Mystery  Thriller,KeanuReeves JosephSikora ChrisEllis JoeCharbanic Crime  Horror  Mystery  Thriller,
the punisher,JonathanHensleigh,LauraHarring,MarcoSt.John,EddieJemison,Action  Crime  Drama  Thriller,LauraHarring MarcoSt.John EddieJemison JonathanHensleigh Action  Crime  Drama  Thriller,
goal! the dream begins,DannyCannon,SeanPertwee,KunoBecker,StephenDillane,Drama  Romance  Sport,SeanPertwee KunoBecker StephenDillane DannyCannon Drama  Romance  Sport,
safe,BoazYakin,JasonStatham,ReggieLee,RobertJohnBurke,Action  Crime  Thriller,JasonStatham ReggieLee RobertJohnBurke BoazYakin Action  Crime  Thriller,
pushing tin,MikeNewell,AngelinaJoliePitt,KurtFuller,JakeWeber,Comedy  Drama  Romance,AngelinaJoliePitt KurtFuller JakeWeber MikeNewell Comedy  Drama  Romance,
star wars: episode vi - return of the jedi,RichardMarquand,HarrisonFord,IanMcDiarmid,KennyBaker,Action  Adventure  Fantasy  Sci-Fi,HarrisonFord IanMcDiarmid KennyBaker RichardMarquand Action  Adventure  Fantasy  Sci-Fi,
doomsday,NeilMarshall,RyanKruger,JasonCope,JeremyCrutchley,Action  Sci-Fi  Thriller,RyanKruger JasonCope JeremyCrutchley NeilMarshall Action  Sci-Fi  Thriller,
the reader,StephenDaldry,KateWinslet,DavidKross,SusanneLothar,Drama  Romance,KateWinslet DavidKross SusanneLothar StephenDaldry Drama  Romance,
wanderlust,DavidWain,JustinTheroux,LaurenAmbrose,JoeLoTruglio,Comedy,JustinTheroux LaurenAmbrose JoeLoTruglio DavidWain Comedy,
elf,JonFavreau,PeterDinklage,ZooeyDeschanel,WillFerrell,Comedy  Family  Fantasy  Romance,PeterDinklage ZooeyDeschanel WillFerrell JonFavreau Comedy  Family  Fantasy  Romance,
phenomenon,JonTurteltaub,RobertDuvall,KyraSedgwick,DavidGallagher,Drama  Fantasy  Romance  Sci-Fi,RobertDuvall KyraSedgwick DavidGallagher JonTurteltaub Drama  Fantasy  Romance  Sci-Fi,
snow dogs,BrianLevant,JamesCoburn,NichelleNichols,M.EmmetWalsh,Adventure  Comedy  Family  Sport,JamesCoburn NichelleNichols M.EmmetWalsh BrianLevant Adventure  Comedy  Family  Sport,
scrooged,RichardDonner,BillMurray,AlfreWoodard,RobertMitchum,Comedy  Drama  Fantasy,BillMurray AlfreWoodard RobertMitchum RichardDonner Comedy  Drama  Fantasy,
nacho libre,JaredHess,AnadelaReguera,MoisesArias,HéctorJiménez,Comedy  Family  Sport,AnadelaReguera MoisesArias HéctorJiménez JaredHess Comedy  Family  Sport,
bridesmaids,PaulFeig,MattLucas,WendiMcLendon-Covey,SteveBannos,Comedy  Romance,MattLucas WendiMcLendon-Covey SteveBannos PaulFeig Comedy  Romance,
this is the end,EvanGoldberg,ChanningTatum,JamesFranco,EmmaWatson,Comedy  Fantasy,ChanningTatum JamesFranco EmmaWatson EvanGoldberg Comedy  Fantasy,
stigmata,RupertWainwright,NiaLong,EnricoColantoni,PortiadeRossi,Horror,NiaLong EnricoColantoni PortiadeRossi RupertWainwright Horror,
men of honor,GeorgeTillmanJr.,RobertDeNiro,CharlizeTheron,MichaelRapaport,Biography  Drama,RobertDeNiro CharlizeTheron MichaelRapaport GeorgeTillmanJr. Biography  Drama,
takers,JohnLuessenhop,PaulWalker,HaydenChristensen,JayHernandez,Action  Crime  Thriller,PaulWalker HaydenChristensen JayHernandez JohnLuessenhop Action  Crime  Thriller,
the big wedding,JustinZackham,RobinWilliams,RobertDeNiro,TopherGrace,Comedy,RobinWilliams RobertDeNiro TopherGrace JustinZackham Comedy,
"big mommas: like father, like son",JohnWhitesell,BrandonT.Jackson,TonyCurran,PortiaDoubleday,Action  Comedy  Crime,BrandonT.Jackson TonyCurran PortiaDoubleday JohnWhitesell Action  Comedy  Crime,
source code,DuncanJones,JakeGyllenhaal,CasAnvar,RussellPeters,Mystery  Sci-Fi  Thriller,JakeGyllenhaal CasAnvar RussellPeters DuncanJones Mystery  Sci-Fi  Thriller,
alive,FrankMarshall,IlleanaDouglas,DannyNucci,MichaelDeLorenzo,Adventure  Biography  Drama  Thriller,IlleanaDouglas DannyNucci MichaelDeLorenzo FrankMarshall Adventure  Biography  Drama  Thriller,
the number 23,JoelSchumacher,LoganLerman,VirginiaMadsen,EdLauter,Mystery  Thriller,LoganLerman VirginiaMadsen EdLauter JoelSchumacher Mystery  Thriller,
the young and prodigious t.s. spivet,Jean-PierreJeunet,CallumRennie,JulianRichings,JudyDavis,Action  Adventure  Drama  Family,CallumRennie JulianRichings JudyDavis Jean-PierreJeunet Action  Adventure  Drama  Family,
1941,StevenSpielberg,ChristopherLee,JohnBelushi,TreatWilliams,Action  Comedy  War,ChristopherLee JohnBelushi TreatWilliams StevenSpielberg Action  Comedy  War,
dreamer: inspired by a true story,JohnGatins,KenHoward,FreddyRodríguez,HolmesOsborne,Drama  Family  Sport,KenHoward FreddyRodríguez HolmesOsborne JohnGatins Drama  Family  Sport,
a history of violence,DavidCronenberg,ViggoMortensen,KyleSchmid,WilliamHurt,Crime  Drama  Thriller,ViggoMortensen KyleSchmid WilliamHurt DavidCronenberg Crime  Drama  Thriller,
transporter 2,LouisLeterrier,JasonStatham,JasonFlemyng,MatthewModine,Action  Crime  Thriller,JasonStatham JasonFlemyng MatthewModine LouisLeterrier Action  Crime  Thriller,
the quick and the dead,SamRaimi,LeonardoDiCaprio,PatHingle,RobertsBlossom,Action  Thriller  Western,LeonardoDiCaprio PatHingle RobertsBlossom SamRaimi Action  Thriller  Western,
laws of attraction,PeterHowitt,FrancesFisher,MikeDoyle,NoraDunn,Comedy  Romance,FrancesFisher MikeDoyle NoraDunn PeterHowitt Comedy  Romance,
bringing out the dead,MartinScorsese,NicolasCage,MarcAnthony,SonjaSohn,Drama  Thriller,NicolasCage MarcAnthony SonjaSohn MartinScorsese Drama  Thriller,
repo men,MiguelSapochnik,AliceBraga,RZA,YvetteNicoleBrown,Action  Crime  Sci-Fi  Thriller,AliceBraga RZA YvetteNicoleBrown MiguelSapochnik Action  Crime  Sci-Fi  Thriller,
dragon wars: d-war,Hyung-raeShim,RobertForster,AimeeGarcia,ChrisMulkey,Action  Drama  Fantasy  Horror  Thriller,RobertForster AimeeGarcia ChrisMulkey Hyung-raeShim Action  Drama  Fantasy  Horror  Thriller,
bogus,NormanJewison,HaleyJoelOsment,NancyTravis,AndreaMartin,Comedy  Family  Fantasy,HaleyJoelOsment NancyTravis AndreaMartin NormanJewison Comedy  Family  Fantasy,
the incredible burt wonderstone,DonScardino,SteveBuscemi,OliviaWilde,SteveCarell,Comedy,SteveBuscemi OliviaWilde SteveCarell DonScardino Comedy,
cats don't dance,MarkDindal,GeorgeKennedy,FrankWelker,HalHolbrook,Animation  Comedy  Family  Fantasy  Musical,GeorgeKennedy FrankWelker HalHolbrook MarkDindal Animation  Comedy  Family  Fantasy  Musical,
cradle will rock,TimRobbins,BillMurray,VanessaRedgrave,EmilyWatson,Drama,BillMurray VanessaRedgrave EmilyWatson TimRobbins Drama,
the good german,StevenSoderbergh,TonyCurran,BeauBridges,LelandOrser,Drama  Mystery  Thriller,TonyCurran BeauBridges LelandOrser StevenSoderbergh Drama  Mystery  Thriller,
george and the dragon,TomReeve,JoanPlowright,RolloWeeks,SimonCallow,Action  Adventure  Comedy  Fantasy  Romance,JoanPlowright RolloWeeks SimonCallow TomReeve Action  Adventure  Comedy  Fantasy  Romance,
apocalypse now,FrancisFordCoppola,HarrisonFord,MarlonBrando,RobertDuvall,Drama  War,HarrisonFord MarlonBrando RobertDuvall FrancisFordCoppola Drama  War,
going the distance,NanetteBurstein,RobRiggle,KelliGarner,JimGaffigan,Comedy  Romance,RobRiggle KelliGarner JimGaffigan NanetteBurstein Comedy  Romance,
mr. holland's opus,StephenHerek,AliciaWitt,OlympiaDukakis,JeanLouisaKelly,Drama  Music,AliciaWitt OlympiaDukakis JeanLouisaKelly StephenHerek Drama  Music,
criminal,ArielVromen,GaryOldman,JordiMollà,DougCockle,Action  Crime  Drama  Mystery  Sci-Fi  Thriller,GaryOldman JordiMollà DougCockle ArielVromen Action  Crime  Drama  Mystery  Sci-Fi  Thriller,
out of africa,SydneyPollack,MerylStreep,MichaelGough,MichaelKitchen,Biography  Drama  Romance,MerylStreep MichaelGough MichaelKitchen SydneyPollack Biography  Drama  Romance,
flight,RobertZemeckis,DenzelWashington,BruceGreenwood,NadineVelazquez,Drama  Thriller,DenzelWashington BruceGreenwood NadineVelazquez RobertZemeckis Drama  Thriller,
moonraker,LewisGilbert,DesmondLlewelyn,LoisChiles,LoisMaxwell,Action  Adventure  Sci-Fi  Thriller,DesmondLlewelyn LoisChiles LoisMaxwell LewisGilbert Action  Adventure  Sci-Fi  Thriller,
the grand budapest hotel,WesAnderson,BillMurray,TomWilkinson,F.MurrayAbraham,Adventure  Comedy  Crime  Drama,BillMurray TomWilkinson F.MurrayAbraham WesAnderson Adventure  Comedy  Crime  Drama,
hearts in atlantis,ScottHicks,AnthonyHopkins,MikaBoorem,HopeDavis,Drama  Mystery,AnthonyHopkins MikaBoorem HopeDavis ScottHicks Drama  Mystery,
arachnophobia,FrankMarshall,JulianSands,PeterJason,BrianMcNamara,Comedy  Fantasy  Horror  Thriller,JulianSands PeterJason BrianMcNamara FrankMarshall Comedy  Fantasy  Horror  Thriller,
frequency,GregoryHoblit,DennisQuaid,AndreBraugher,NoahEmmerich,Crime  Drama  Mystery  Sci-Fi  Thriller,DennisQuaid AndreBraugher NoahEmmerich GregoryHoblit Crime  Drama  Mystery  Sci-Fi  Thriller,
ghostbusters,PaulFeig,EdBegleyJr.,KateMcKinnon,ZachWoods,Action  Comedy  Fantasy  Sci-Fi,EdBegleyJr. KateMcKinnon ZachWoods PaulFeig Action  Comedy  Fantasy  Sci-Fi,
vacation,JohnFrancisDaley,ChrisHemsworth,NormanReedus,BeverlyD'Angelo,Adventure  Comedy,ChrisHemsworth NormanReedus BeverlyD'Angelo JohnFrancisDaley Adventure  Comedy,
get shorty,BarrySonnenfeld,DelroyLindo,ReneRusso,JonGries,Comedy  Crime  Thriller,DelroyLindo ReneRusso JonGries BarrySonnenfeld Comedy  Crime  Thriller,
chicago,RobMarshall,ColmFeore,ChitaRivera,JayneEastwood,Comedy  Crime  Musical,ColmFeore ChitaRivera JayneEastwood RobMarshall Comedy  Crime  Musical,
big daddy,DennisDugan,SteveBuscemi,AdamSandler,JoeyLaurenAdams,Comedy  Drama,SteveBuscemi AdamSandler JoeyLaurenAdams DennisDugan Comedy  Drama,
american pie 2,J.B.Rogers,AlysonHannigan,ShannonElizabeth,NatashaLyonne,Comedy,AlysonHannigan ShannonElizabeth NatashaLyonne J.B.Rogers Comedy,
toy story,JohnLasseter,TomHanks,JohnRatzenberger,JimVarney,Adventure  Animation  Comedy  Family  Fantasy,TomHanks JohnRatzenberger JimVarney JohnLasseter Adventure  Animation  Comedy  Family  Fantasy,
speed,JandeBont,KeanuReeves,AlanRuck,JoeMorton,Action  Adventure  Crime  Thriller,KeanuReeves AlanRuck JoeMorton JandeBont Action  Adventure  Crime  Thriller,
the vow,MichaelSucsy,ChanningTatum,LucasBryant,DillonCasey,Drama  Romance,ChanningTatum LucasBryant DillonCasey MichaelSucsy Drama  Romance,
extraordinary measures,TomVaughan,HarrisonFord,BrendanFraser,AlanRuck,Drama,HarrisonFord BrendanFraser AlanRuck TomVaughan Drama,
remember the titans,BoazYakin,RyanGosling,DenzelWashington,EthanSuplee,Biography  Drama  Sport,RyanGosling DenzelWashington EthanSuplee BoazYakin Biography  Drama  Sport,
the hunt for red october,JohnMcTiernan,ScottGlenn,JeffreyJones,CourtneyB.Vance,Action  Adventure  Thriller,ScottGlenn JeffreyJones CourtneyB.Vance JohnMcTiernan Action  Adventure  Thriller,
lee daniels' the butler,LeeDaniels,AlexPettyfer,DavidOyelowo,VanessaRedgrave,Biography  Drama,AlexPettyfer DavidOyelowo VanessaRedgrave LeeDaniels Biography  Drama,
the addams family,BarrySonnenfeld,AnjelicaHuston,RaulJulia,CarelStruycken,Comedy  Fantasy,AnjelicaHuston RaulJulia CarelStruycken BarrySonnenfeld Comedy  Fantasy,
ace ventura: when nature calls,SteveOedekerk,BruceSpence,BobGunton,SophieOkonedo,Adventure  Comedy,BruceSpence BobGunton SophieOkonedo SteveOedekerk Adventure  Comedy,
the princess diaries,GarryMarshall,AnneHathaway,HectorElizondo,HeatherMatarazzo,Comedy  Family  Romance,AnneHathaway HectorElizondo HeatherMatarazzo GarryMarshall Comedy  Family  Romance,
the first wives club,HughWilson,StockardChanning,ElizabethBerkley,StephenCollins,Comedy,StockardChanning ElizabethBerkley StephenCollins HughWilson Comedy,
se7en,DavidFincher,MorganFreeman,BradPitt,RegE.Cathey,Crime  Drama  Mystery  Thriller,MorganFreeman BradPitt RegE.Cathey DavidFincher Crime  Drama  Mystery  Thriller,
district 9,NeillBlomkamp,SharltoCopley,JedBrophy,JasonCope,Action  Sci-Fi  Thriller,SharltoCopley JedBrophy JasonCope NeillBlomkamp Action  Sci-Fi  Thriller,
the spongebob squarepants movie,StephenHillenburg,ScarlettJohansson,BillFagerbakke,RodgerBumpass,Adventure  Animation  Comedy  Family  Fantasy,ScarlettJohansson BillFagerbakke RodgerBumpass StephenHillenburg Adventure  Animation  Comedy  Family  Fantasy,
mystic river,ClintEastwood,JohnDoman,SpencerTreatClark,TomGuiry,Crime  Drama  Mystery  Thriller,JohnDoman SpencerTreatClark TomGuiry ClintEastwood Crime  Drama  Mystery  Thriller,
million dollar baby,ClintEastwood,ClintEastwood,MorganFreeman,MikeColter,Drama  Sport,ClintEastwood MorganFreeman MikeColter ClintEastwood Drama  Sport,
analyze this,HaroldRamis,RobertDeNiro,ChazzPalminteri,MollyShannon,Comedy  Crime,RobertDeNiro ChazzPalminteri MollyShannon HaroldRamis Comedy  Crime,
the notebook,NickCassavetes,RyanGosling,KevinConnolly,GenaRowlands,Drama  Romance,RyanGosling KevinConnolly GenaRowlands NickCassavetes Drama  Romance,
27 dresses,AnneFletcher,JudyGreer,BernCohen,YettaGottesman,Comedy  Romance,JudyGreer BernCohen YettaGottesman AnneFletcher Comedy  Romance,
hannah montana: the movie,PeterChelsom,EmilyOsment,VanessaWilliams,MoisesArias,Comedy  Drama  Family  Music  Romance,EmilyOsment VanessaWilliams MoisesArias PeterChelsom Comedy  Drama  Family  Music  Romance,
rugrats in paris: the movie,StigBergqvist,ElizabethDaily,CaseyKasem,DebbieReynolds,Adventure  Animation  Comedy  Family  Romance,ElizabethDaily CaseyKasem DebbieReynolds StigBergqvist Adventure  Animation  Comedy  Family  Romance,
the prince of tides,BarbraStreisand,GeorgeCarlin,BlytheDanner,MelindaDillon,Drama  Romance,GeorgeCarlin BlytheDanner MelindaDillon BarbraStreisand Drama  Romance,
legends of the fall,EdwardZwick,AnthonyHopkins,BradPitt,JuliaOrmond,Drama  Romance  War  Western,AnthonyHopkins BradPitt JuliaOrmond EdwardZwick Drama  Romance  War  Western,
up in the air,JasonReitman,J.K.Simmons,AnnaKendrick,ChrisLowell,Drama  Romance,J.K.Simmons AnnaKendrick ChrisLowell JasonReitman Drama  Romance,
about schmidt,AlexanderPayne,HopeDavis,JuneSquibb,HowardHesseman,Comedy  Drama,HopeDavis JuneSquibb HowardHesseman AlexanderPayne Comedy  Drama,
warm bodies,JonathanLevine,CoryHardrict,VincentLeclerc,DanielRindress-Kay,Comedy  Horror  Romance,CoryHardrict VincentLeclerc DanielRindress-Kay JonathanLevine Comedy  Horror  Romance,
looper,RianJohnson,JosephGordon-Levitt,BruceWillis,TracieThoms,Action  Crime  Drama  Sci-Fi  Thriller,JosephGordon-Levitt BruceWillis TracieThoms RianJohnson Action  Crime  Drama  Sci-Fi  Thriller,
down to earth,ChrisWeitz,ChazzPalminteri,MarkAddy,WandaSykes,Comedy  Fantasy,ChazzPalminteri MarkAddy WandaSykes ChrisWeitz Comedy  Fantasy,
babe,ChrisNoonan,MiriamMargolyes,ChristineCavanaugh,RoscoeLeeBrowne,Comedy  Drama  Family,MiriamMargolyes ChristineCavanaugh RoscoeLeeBrowne ChrisNoonan Comedy  Drama  Family,
hope springs,DavidFrankel,MerylStreep,SteveCarell,JeanSmart,Comedy  Drama  Romance,MerylStreep SteveCarell JeanSmart DavidFrankel Comedy  Drama  Romance,
forgetting sarah marshall,NicholasStoller,MilaKunis,JackMcBrayer,MariaThayer,Comedy  Drama  Romance,MilaKunis JackMcBrayer MariaThayer NicholasStoller Comedy  Drama  Romance,
friday night lights            ,unknown,ZachGilford,AimeeTeegarden,ScottPorter,Drama  Sport,ZachGilford AimeeTeegarden ScottPorter unknown Drama  Sport,
four brothers,JohnSingleton,JoshCharles,TonyNappo,FionnulaFlanagan,Action  Crime  Drama  Mystery  Thriller,JoshCharles TonyNappo FionnulaFlanagan JohnSingleton Action  Crime  Drama  Mystery  Thriller,
baby mama,MichaelMcCullers,TinaFey,AmyPoehler,RomanyMalco,Comedy  Romance,TinaFey AmyPoehler RomanyMalco MichaelMcCullers Comedy  Romance,
hope floats,ForestWhitaker,BillCobbs,HarryConnickJr.,GenaRowlands,Drama  Romance,BillCobbs HarryConnickJr. GenaRowlands ForestWhitaker Drama  Romance,
bride wars,GaryWinick,AnneHathaway,SteveHowey,CandiceBergen,Comedy  Romance,AnneHathaway SteveHowey CandiceBergen GaryWinick Comedy  Romance,
without a paddle,StevenBrill,AntonyStarr,ScottAdsit,BonnieSomerville,Adventure  Comedy  Mystery,AntonyStarr ScottAdsit BonnieSomerville StevenBrill Adventure  Comedy  Mystery,
13 going on 30,GaryWinick,JenniferGarner,JudyGreer,ChristaB.Allen,Comedy  Fantasy  Romance,JenniferGarner JudyGreer ChristaB.Allen GaryWinick Comedy  Fantasy  Romance,
midnight in paris,WoodyAllen,KurtFuller,AudreyFleurot,NinaArianda,Comedy  Fantasy  Romance,KurtFuller AudreyFleurot NinaArianda WoodyAllen Comedy  Fantasy  Romance,
the nut job,PeterLepeniotis,LiamNeeson,BrendanFraser,SarahGadon,Adventure  Animation  Comedy  Family,LiamNeeson BrendanFraser SarahGadon PeterLepeniotis Adventure  Animation  Comedy  Family,
blow,TedDemme,JohnnyDepp,EthanSuplee,JordiMollà,Biography  Crime  Drama,JohnnyDepp EthanSuplee JordiMollà TedDemme Biography  Crime  Drama,
message in a bottle,LuisMandoki,RobinWright,JohnSavage,RaphaelSbarge,Drama  Romance,RobinWright JohnSavage RaphaelSbarge LuisMandoki Drama  Romance,
star trek v: the final frontier,WilliamShatner,LeonardNimoy,NichelleNichols,WalterKoenig,Action  Adventure  Sci-Fi  Thriller,LeonardNimoy NichelleNichols WalterKoenig WilliamShatner Action  Adventure  Sci-Fi  Thriller,
like mike,JohnSchultz,BrendaSong,RobertForster,AnneMeara,Comedy  Family  Fantasy  Sport,BrendaSong RobertForster AnneMeara JohnSchultz Comedy  Family  Fantasy  Sport,
naked gun 33 1/3: the final insult,PeterSegal,GeorgeKennedy,FredWard,PriscillaPresley,Comedy  Crime,GeorgeKennedy FredWard PriscillaPresley PeterSegal Comedy  Crime,
a view to a kill,JohnGlen,PatrickMacnee,AlisonDoody,TanyaRoberts,Action  Adventure  Thriller,PatrickMacnee AlisonDoody TanyaRoberts JohnGlen Action  Adventure  Thriller,
